date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:50:55	18614/18614	---M--	200	added ('OK')	image/jpeg	etag:%2296aa4b6863a19c566c1c488a3e58a9b3%22	https://sites.udel.edu/arden-map/files/2017/09/Founders-House-1910-ryizmg-300x231.jpg	/home/trescube/arden/sites.udel.edu/arden-map/files/2017/09/Founders-House-1910-ryizmg-300x231.jpg	(from http://sites.udel.edu/arden-map/architecture-in-the-ardens/)
12:50:55	31982/31982	---M--	200	added ('OK')	image/jpeg	etag:%229bebb345e823f2f7f346997baeec2da6%22	https://sites.udel.edu/arden-map/files/2017/09/Founders-House-1910-ryizmg.jpg	/home/trescube/arden/sites.udel.edu/arden-map/files/2017/09/Founders-House-1910-ryizmg.jpg	(from http://sites.udel.edu/arden-map/architecture-in-the-ardens/)
12:50:55	17732/17732	---M--	200	added ('OK')	image/jpeg	etag:%22ca156a95444194eb0b9b56311e1db321%22	https://sites.udel.edu/arden-map/files/2017/09/Bide-A-Wee-2kz5o40.jpg	/home/trescube/arden/sites.udel.edu/arden-map/files/2017/09/Bide-A-Wee-2kz5o40.jpg	(from http://sites.udel.edu/arden-map/architecture-in-the-ardens/)
12:50:56	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2018%20Oct%202017%2016:50:56%20GMT	http://sites.udel.edu/arden-map/?p=895	/home/trescube/arden/sites.udel.edu/arden-map/index12e9.html	(from http://sites.udel.edu/arden-map/architecture-in-the-ardens/architectural-phases-and-ardens-development/)
12:50:57	2488/2488	---MC-	200	added ('OK')	application/json	date:Wed,%2018%20Oct%202017%2016:50:57%20GMT	http://sites.udel.edu/arden-map/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsites.udel.edu%2Farden-map%2Farchitecture-in-the-ardens%2Farchitectural-phases-and-ardens-development%2F	/home/trescube/arden/sites.udel.edu/arden-map/wp-json/oembed/1.0/embed0393.json	(from http://sites.udel.edu/arden-map/architecture-in-the-ardens/architectural-phases-and-ardens-development/)
12:50:58	2581/2581	---MCZ	200	added ('OK')	text/xml	date:Wed,%2018%20Oct%202017%2016:50:58%20GMT	http://sites.udel.edu/arden-map/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsites.udel.edu%2Farden-map%2Farchitecture-in-the-ardens%2Farchitectural-phases-and-ardens-development%2F&format=xml	/home/trescube/arden/sites.udel.edu/arden-map/wp-json/oembed/1.0/embed2e76	(from http://sites.udel.edu/arden-map/architecture-in-the-ardens/architectural-phases-and-ardens-development/)
12:51:00	44797/44797	---M--	200	added ('OK')	image/jpeg	etag:%22dfa9ead1a76c269e446a05aff6a663e5%22	https://sites.udel.edu/arden-map/files/2017/09/pageant-1911-xxlljm.jpg	/home/trescube/arden/sites.udel.edu/arden-map/files/2017/09/pageant-1911-xxlljm.jpg	(from http://sites.udel.edu/arden-map/architecture-in-the-ardens/)
12:51:04	21211/21211	---M--	200	added ('OK')	image/jpeg	etag:%22f9584b32626d2df83d50ecb129b9761e%22	https://sites.udel.edu/arden-map/files/2017/10/ardencroft-ian-milne-1930-qhxrf3.jpg	/home/trescube/arden/sites.udel.edu/arden-map/files/2017/10/ardencroft-ian-milne-1930-qhxrf3.jpg	(from http://sites.udel.edu/arden-map/architecture-in-the-ardens/architectural-phases-and-ardens-development/)
12:51:04	33171/33171	---M--	200	added ('OK')	image/jpeg	etag:%2216f313bda27a91c9e2dc641f6ee11588%22	https://sites.udel.edu/arden-map/files/2017/10/Robin-Hood-Theatre-1940s-15oqqwa.jpg	/home/trescube/arden/sites.udel.edu/arden-map/files/2017/10/Robin-Hood-Theatre-1940s-15oqqwa.jpg	(from http://sites.udel.edu/arden-map/architecture-in-the-ardens/architectural-phases-and-ardens-development/)
12:51:06	2472/2472	---MC-	200	added ('OK')	application/json	date:Wed,%2018%20Oct%202017%2016:51:05%20GMT	http://sites.udel.edu/arden-map/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsites.udel.edu%2Farden-map%2Farchitecture-in-the-ardens%2Fwilliam-morris-and-the-arts-and-crafts-movement%2F	/home/trescube/arden/sites.udel.edu/arden-map/wp-json/oembed/1.0/embedce69.json	(from http://sites.udel.edu/arden-map/architecture-in-the-ardens/william-morris-and-the-arts-and-crafts-movement/)
12:51:06	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2018%20Oct%202017%2016:51:06%20GMT	http://sites.udel.edu/arden-map/?p=897	/home/trescube/arden/sites.udel.edu/arden-map/index2cc4.html	(from http://sites.udel.edu/arden-map/architecture-in-the-ardens/william-morris-and-the-arts-and-crafts-movement/)
12:51:08	2565/2565	---MCZ	200	added ('OK')	text/xml	date:Wed,%2018%20Oct%202017%2016:51:08%20GMT	http://sites.udel.edu/arden-map/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsites.udel.edu%2Farden-map%2Farchitecture-in-the-ardens%2Fwilliam-morris-and-the-arts-and-crafts-movement%2F&format=xml	/home/trescube/arden/sites.udel.edu/arden-map/wp-json/oembed/1.0/embed15bd	(from http://sites.udel.edu/arden-map/architecture-in-the-ardens/william-morris-and-the-arts-and-crafts-movement/)
12:51:09	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2018%20Oct%202017%2016:51:09%20GMT	http://sites.udel.edu/arden-map/?p=900	/home/trescube/arden/sites.udel.edu/arden-map/index76da.html	(from http://sites.udel.edu/arden-map/architecture-in-the-ardens/the-value-of-simplicity/)
12:51:10	2496/2496	---MCZ	200	added ('OK')	text/xml	date:Wed,%2018%20Oct%202017%2016:51:10%20GMT	http://sites.udel.edu/arden-map/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsites.udel.edu%2Farden-map%2Farchitecture-in-the-ardens%2Fthe-value-of-simplicity%2F&format=xml	/home/trescube/arden/sites.udel.edu/arden-map/wp-json/oembed/1.0/embed72f0	(from http://sites.udel.edu/arden-map/architecture-in-the-ardens/the-value-of-simplicity/)
12:51:12	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2018%20Oct%202017%2016:51:11%20GMT	http://sites.udel.edu/arden-map/?p=902	/home/trescube/arden/sites.udel.edu/arden-map/index2f19.html	(from http://sites.udel.edu/arden-map/architecture-in-the-ardens/architecture-and-social-relationships/)
12:51:12	2424/2424	---MC-	200	added ('OK')	application/json	date:Wed,%2018%20Oct%202017%2016:51:11%20GMT	http://sites.udel.edu/arden-map/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsites.udel.edu%2Farden-map%2Farchitecture-in-the-ardens%2Farchitecture-and-social-relationships%2F	/home/trescube/arden/sites.udel.edu/arden-map/wp-json/oembed/1.0/embed7ad0.json	(from http://sites.udel.edu/arden-map/architecture-in-the-ardens/architecture-and-social-relationships/)
12:51:13	2515/2515	---MCZ	200	added ('OK')	text/xml	date:Wed,%2018%20Oct%202017%2016:51:12%20GMT	http://sites.udel.edu/arden-map/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsites.udel.edu%2Farden-map%2Farchitecture-in-the-ardens%2Farchitecture-and-social-relationships%2F&format=xml	/home/trescube/arden/sites.udel.edu/arden-map/wp-json/oembed/1.0/embed438e	(from http://sites.udel.edu/arden-map/architecture-in-the-ardens/architecture-and-social-relationships/)
12:51:14	2402/2402	---MC-	200	added ('OK')	application/json	date:Wed,%2018%20Oct%202017%2016:51:13%20GMT	http://sites.udel.edu/arden-map/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsites.udel.edu%2Farden-map%2Farchitecture-in-the-ardens%2Fdesigning-nature-into-the-ardens%2F	/home/trescube/arden/sites.udel.edu/arden-map/wp-json/oembed/1.0/embed5c1b.json	(from http://sites.udel.edu/arden-map/architecture-in-the-ardens/designing-nature-into-the-ardens/)
12:51:14	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2018%20Oct%202017%2016:51:13%20GMT	http://sites.udel.edu/arden-map/?p=904	/home/trescube/arden/sites.udel.edu/arden-map/indexc0cd.html	(from http://sites.udel.edu/arden-map/architecture-in-the-ardens/designing-nature-into-the-ardens/)
12:51:15	2493/2493	---MCZ	200	added ('OK')	text/xml	date:Wed,%2018%20Oct%202017%2016:51:15%20GMT	http://sites.udel.edu/arden-map/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsites.udel.edu%2Farden-map%2Farchitecture-in-the-ardens%2Fdesigning-nature-into-the-ardens%2F&format=xml	/home/trescube/arden/sites.udel.edu/arden-map/wp-json/oembed/1.0/embedc86f	(from http://sites.udel.edu/arden-map/architecture-in-the-ardens/designing-nature-into-the-ardens/)
12:51:16	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2018%20Oct%202017%2016:51:16%20GMT	http://sites.udel.edu/arden-map/?p=906	/home/trescube/arden/sites.udel.edu/arden-map/indexea3e.html	(from http://sites.udel.edu/arden-map/architecture-in-the-ardens/the-embrace-of-whimsy-and-fantasy/)
12:51:17	2410/2410	---MC-	200	added ('OK')	application/json	date:Wed,%2018%20Oct%202017%2016:51:16%20GMT	http://sites.udel.edu/arden-map/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsites.udel.edu%2Farden-map%2Farchitecture-in-the-ardens%2Fthe-embrace-of-whimsy-and-fantasy%2F	/home/trescube/arden/sites.udel.edu/arden-map/wp-json/oembed/1.0/embed9331.json	(from http://sites.udel.edu/arden-map/architecture-in-the-ardens/the-embrace-of-whimsy-and-fantasy/)
12:51:18	2501/2501	---MCZ	200	added ('OK')	text/xml	date:Wed,%2018%20Oct%202017%2016:51:17%20GMT	http://sites.udel.edu/arden-map/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsites.udel.edu%2Farden-map%2Farchitecture-in-the-ardens%2Fthe-embrace-of-whimsy-and-fantasy%2F&format=xml	/home/trescube/arden/sites.udel.edu/arden-map/wp-json/oembed/1.0/embedbdbe	(from http://sites.udel.edu/arden-map/architecture-in-the-ardens/the-embrace-of-whimsy-and-fantasy/)
12:51:22	10809/10809	---M--	200	added ('OK')	image/jpeg	etag:%22629d25a6877ae9056b7a0fa245bec9d2%22	https://sites.udel.edu/arden-map/files/2017/10/animals-cat-funny-green-Favim.com-2657064-yevcwp-300x169.jpg	/home/trescube/arden/sites.udel.edu/arden-map/files/2017/10/animals-cat-funny-green-Favim.com-2657064-yevcwp-300x169.jpg	(from http://sites.udel.edu/arden-map/architecture-in-the-ardens/the-embrace-of-whimsy-and-fantasy/)
12:51:24	37756/37756	---M--	200	added ('OK')	image/jpeg	etag:%223323f06b570e8d1cfe7ca4e92c7ca287%22	https://sites.udel.edu/arden-map/files/2017/10/animals-cat-funny-green-Favim.com-2657064-yevcwp.jpg	/home/trescube/arden/sites.udel.edu/arden-map/files/2017/10/animals-cat-funny-green-Favim.com-2657064-yevcwp.jpg	(from http://sites.udel.edu/arden-map/architecture-in-the-ardens/the-embrace-of-whimsy-and-fantasy/)
12:51:24	2435/2435	---MC-	200	added ('OK')	application/json	date:Wed,%2018%20Oct%202017%2016:51:23%20GMT	http://sites.udel.edu/arden-map/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsites.udel.edu%2Farden-map%2Farchitecture-in-the-ardens%2Farchitecture-as-communication%2F	/home/trescube/arden/sites.udel.edu/arden-map/wp-json/oembed/1.0/embed5350.json	(from http://sites.udel.edu/arden-map/architecture-in-the-ardens/architecture-as-communication/)
12:51:25	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2018%20Oct%202017%2016:51:25%20GMT	http://sites.udel.edu/arden-map/?p=908	/home/trescube/arden/sites.udel.edu/arden-map/indexdd92.html	(from http://sites.udel.edu/arden-map/architecture-in-the-ardens/architecture-as-communication/)
12:51:26	2526/2526	---MCZ	200	added ('OK')	text/xml	date:Wed,%2018%20Oct%202017%2016:51:26%20GMT	http://sites.udel.edu/arden-map/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsites.udel.edu%2Farden-map%2Farchitecture-in-the-ardens%2Farchitecture-as-communication%2F&format=xml	/home/trescube/arden/sites.udel.edu/arden-map/wp-json/oembed/1.0/embedf309	(from http://sites.udel.edu/arden-map/architecture-in-the-ardens/architecture-as-communication/)
12:51:27	25360/25360	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Oct%2017%2016:51:27%20+0000	http://sites.udel.edu/arden-map/leaflet-test-map/	/home/trescube/arden/sites.udel.edu/arden-map/leaflet-test-map/index.html	(from http://sites.udel.edu/arden-map/)
12:51:28	2388/2388	---MC-	200	added ('OK')	application/json	date:Wed,%2018%20Oct%202017%2016:51:27%20GMT	http://sites.udel.edu/arden-map/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsites.udel.edu%2Farden-map%2Fthe-camps-cottages-and-castles%2F	/home/trescube/arden/sites.udel.edu/arden-map/wp-json/oembed/1.0/embedfcac.json	(from http://sites.udel.edu/arden-map/the-camps-cottages-and-castles/)
12:51:28	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2018%20Oct%202017%2016:51:28%20GMT	http://sites.udel.edu/arden-map/?p=796	/home/trescube/arden/sites.udel.edu/arden-map/index89d2.html	(from http://sites.udel.edu/arden-map/the-camps-cottages-and-castles/)
12:51:30	2481/2481	---MCZ	200	added ('OK')	text/xml	date:Wed,%2018%20Oct%202017%2016:51:29%20GMT	http://sites.udel.edu/arden-map/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsites.udel.edu%2Farden-map%2Fthe-camps-cottages-and-castles%2F&format=xml	/home/trescube/arden/sites.udel.edu/arden-map/wp-json/oembed/1.0/embed9437	(from http://sites.udel.edu/arden-map/the-camps-cottages-and-castles/)
12:51:36	22851/22851	---M--	200	added ('OK')	image/jpeg	etag:%22c206325e3a6bea2dfa003b4c187d5ab4%22	https://sites.udel.edu/arden-map/files/2017/09/Buzz-Ware-1s2gqz8.jpg	/home/trescube/arden/sites.udel.edu/arden-map/files/2017/09/Buzz-Ware-1s2gqz8.jpg	(from http://sites.udel.edu/arden-map/the-camps-cottages-and-castles/)
12:51:37	34651/34651	---M--	200	added ('OK')	image/jpeg	etag:%22fc880f9f2effc9ab937ea5c4cc4c9456%22	https://sites.udel.edu/arden-map/files/2017/09/Arden-Inn-y4lueg.jpg	/home/trescube/arden/sites.udel.edu/arden-map/files/2017/09/Arden-Inn-y4lueg.jpg	(from http://sites.udel.edu/arden-map/the-camps-cottages-and-castles/)
12:51:41	20395/20395	---M--	200	added ('OK')	image/jpeg	etag:%2266552b579543d763dc765bf8ae84f5e1%22	https://sites.udel.edu/arden-map/files/2017/09/Admiral-Benbow-1e8dwdf.jpg	/home/trescube/arden/sites.udel.edu/arden-map/files/2017/09/Admiral-Benbow-1e8dwdf.jpg	(from http://sites.udel.edu/arden-map/the-camps-cottages-and-castles/)
12:51:42	29995/29995	---M--	200	added ('OK')	image/jpeg	etag:%2294e1f649daf5097e84edc07e4e99a3c9%22	https://sites.udel.edu/arden-map/files/2017/09/Arden-School-halloween-maybe-early-mid-20th-2jn9uvo.jpg	/home/trescube/arden/sites.udel.edu/arden-map/files/2017/09/Arden-School-halloween-maybe-early-mid-20th-2jn9uvo.jpg	(from http://sites.udel.edu/arden-map/the-camps-cottages-and-castles/)
12:51:47	25837/25837	---M--	200	added ('OK')	image/jpeg	etag:%221a558edf8b6e685ba494c57f58a75819%22	https://sites.udel.edu/arden-map/files/2017/09/Brambles-1930s-1dpjx4m.jpg	/home/trescube/arden/sites.udel.edu/arden-map/files/2017/09/Brambles-1930s-1dpjx4m.jpg	(from http://sites.udel.edu/arden-map/the-camps-cottages-and-castles/)
12:51:47	24344/24344	---M--	200	added ('OK')	image/jpeg	etag:%226f540749c0b4eff6bac6bed6521bb4e8%22	https://sites.udel.edu/arden-map/files/2017/09/Cooler-1914-1udd5vr.jpg	/home/trescube/arden/sites.udel.edu/arden-map/files/2017/09/Cooler-1914-1udd5vr.jpg	(from http://sites.udel.edu/arden-map/the-camps-cottages-and-castles/)
12:51:57	30395/30395	---M--	200	added ('OK')	image/jpeg	etag:%22fd30c1905b0d24a05486ea26f3d174c4%22	https://sites.udel.edu/arden-map/files/2017/09/Founders-House-1910-2-1duhsvb.jpg	/home/trescube/arden/sites.udel.edu/arden-map/files/2017/09/Founders-House-1910-2-1duhsvb.jpg	(from http://sites.udel.edu/arden-map/the-camps-cottages-and-castles/)
12:51:58	49722/49722	---M--	200	added ('OK')	image/jpeg	etag:%22449b61ee058f5b9ee9025a884059c298%22	https://sites.udel.edu/arden-map/files/2017/09/Craft-Shop-Red-House-18uq0xu.jpg	/home/trescube/arden/sites.udel.edu/arden-map/files/2017/09/Craft-Shop-Red-House-18uq0xu.jpg	(from http://sites.udel.edu/arden-map/the-camps-cottages-and-castles/)
12:52:06	41539/41539	---M--	200	added ('OK')	image/jpeg	etag:%2295b80e7e6b5567f670ee813c00a3ce0d%22	https://sites.udel.edu/arden-map/files/2017/09/Founders-House-tomorrow-is-a-new-day-ux5cji.jpg	/home/trescube/arden/sites.udel.edu/arden-map/files/2017/09/Founders-House-tomorrow-is-a-new-day-ux5cji.jpg	(from http://sites.udel.edu/arden-map/the-camps-cottages-and-castles/)
12:52:06	29796/29796	---M--	200	added ('OK')	image/jpeg	etag:%22d1e665c05632789c759e4be36e2e5392%22	https://sites.udel.edu/arden-map/files/2017/09/Friendly-Gables-1921-1gvq8b4.jpg	/home/trescube/arden/sites.udel.edu/arden-map/files/2017/09/Friendly-Gables-1921-1gvq8b4.jpg	(from http://sites.udel.edu/arden-map/the-camps-cottages-and-castles/)
12:52:14	37588/37588	---M--	200	added ('OK')	image/jpeg	etag:%226d6adb86b8b61e20a889605fec76bf38%22	https://sites.udel.edu/arden-map/files/2017/09/Green-Gate-mural-107zx4y.jpg	/home/trescube/arden/sites.udel.edu/arden-map/files/2017/09/Green-Gate-mural-107zx4y.jpg	(from http://sites.udel.edu/arden-map/the-camps-cottages-and-castles/)
12:52:15	34782/34782	---M--	200	added ('OK')	image/jpeg	etag:%227f760cbc940363cb671ffafe8b8c58e0%22	https://sites.udel.edu/arden-map/files/2017/09/Green-Gate-mural-2-24m3wuz.jpg	/home/trescube/arden/sites.udel.edu/arden-map/files/2017/09/Green-Gate-mural-2-24m3wuz.jpg	(from http://sites.udel.edu/arden-map/the-camps-cottages-and-castles/)
12:52:20	22948/22948	---M--	200	added ('OK')	image/jpeg	etag:%221cd6ef5ed4c9053f6517e731226a724f%22	https://sites.udel.edu/arden-map/files/2017/09/00421_web_1-1z77dlh.jpg	/home/trescube/arden/sites.udel.edu/arden-map/files/2017/09/00421_web_1-1z77dlh.jpg	(from http://sites.udel.edu/arden-map/the-camps-cottages-and-castles/)
12:52:22	38638/38638	---M--	200	added ('OK')	image/jpeg	etag:%226406c5ad8b5540ecff8e292938ca91a4%22	https://sites.udel.edu/arden-map/files/2017/09/Gild-Hall-2-236afpt.jpg	/home/trescube/arden/sites.udel.edu/arden-map/files/2017/09/Gild-Hall-2-236afpt.jpg	(from http://sites.udel.edu/arden-map/the-camps-cottages-and-castles/)
12:52:28	34347/34347	---M--	200	added ('OK')	image/jpeg	etag:%221bfcdcff616b216496d1f64554ed035c%22	https://sites.udel.edu/arden-map/files/2017/09/00420_web_1-1hkyxsu.jpg	/home/trescube/arden/sites.udel.edu/arden-map/files/2017/09/00420_web_1-1hkyxsu.jpg	(from http://sites.udel.edu/arden-map/the-camps-cottages-and-castles/)
12:52:29	32894/32894	---M--	200	added ('OK')	image/jpeg	etag:%22cf95313520a2ad09b8ef1904ddd5ee2c%22	https://sites.udel.edu/arden-map/files/2017/09/00431_web_1-15w0na4.jpg	/home/trescube/arden/sites.udel.edu/arden-map/files/2017/09/00431_web_1-15w0na4.jpg	(from http://sites.udel.edu/arden-map/the-camps-cottages-and-castles/)
12:52:35	34492/34492	---M--	200	added ('OK')	image/jpeg	etag:%22dab55b906641710ac3b4302bafc1887d%22	https://sites.udel.edu/arden-map/files/2017/09/00433_web_1-1h3rd9e.jpg	/home/trescube/arden/sites.udel.edu/arden-map/files/2017/09/00433_web_1-1h3rd9e.jpg	(from http://sites.udel.edu/arden-map/the-camps-cottages-and-castles/)
12:52:36	30377/30377	---M--	200	added ('OK')	image/jpeg	etag:%22bc0cc0edc3d8e937f7d4d41b796531c2%22	https://sites.udel.edu/arden-map/files/2017/09/00434_web_1-1a3ql03.jpg	/home/trescube/arden/sites.udel.edu/arden-map/files/2017/09/00434_web_1-1a3ql03.jpg	(from http://sites.udel.edu/arden-map/the-camps-cottages-and-castles/)
12:52:42	36745/36745	---M--	200	added ('OK')	image/jpeg	etag:%22cd3062e5d36c5deaf36d07710e9ded8d%22	https://sites.udel.edu/arden-map/files/2017/09/00439_web_1-1qmjkcp.jpg	/home/trescube/arden/sites.udel.edu/arden-map/files/2017/09/00439_web_1-1qmjkcp.jpg	(from http://sites.udel.edu/arden-map/the-camps-cottages-and-castles/)
12:52:44	38702/38702	---M--	200	added ('OK')	image/jpeg	etag:%2259fe56f1e8f379e0c10e4654039a3949%22	https://sites.udel.edu/arden-map/files/2017/09/00698_web_1-29lqji8.jpg	/home/trescube/arden/sites.udel.edu/arden-map/files/2017/09/00698_web_1-29lqji8.jpg	(from http://sites.udel.edu/arden-map/the-camps-cottages-and-castles/)
12:52:47	23919/23919	---M--	200	added ('OK')	image/jpeg	etag:%226ff7903ea56d6f26bd7f665bce9d97a0%22	https://sites.udel.edu/arden-map/files/2017/09/00460_web_1-1gr8egc.jpg	/home/trescube/arden/sites.udel.edu/arden-map/files/2017/09/00460_web_1-1gr8egc.jpg	(from http://sites.udel.edu/arden-map/the-camps-cottages-and-castles/)
12:52:51	27467/27467	---M--	200	added ('OK')	image/jpeg	etag:%22bb1a8ba02709e3e4555d7a7956c9d71c%22	https://sites.udel.edu/arden-map/files/2017/09/00461_web_1-1ywz9id.jpg	/home/trescube/arden/sites.udel.edu/arden-map/files/2017/09/00461_web_1-1ywz9id.jpg	(from http://sites.udel.edu/arden-map/the-camps-cottages-and-castles/)
12:52:52	22261/22261	---M--	200	added ('OK')	image/jpeg	etag:%22d63dc5daf40f1523e5289a3c8c427972%22	https://sites.udel.edu/arden-map/files/2017/09/00456_web_1-2mlxp5d.jpg	/home/trescube/arden/sites.udel.edu/arden-map/files/2017/09/00456_web_1-2mlxp5d.jpg	(from http://sites.udel.edu/arden-map/the-camps-cottages-and-castles/)
12:52:57	23182/23182	---M--	200	added ('OK')	image/jpeg	etag:%22319c7275a26099553baa122dc6ce7c9f%22	https://sites.udel.edu/arden-map/files/2017/09/00459_web_1-1i21yla.jpg	/home/trescube/arden/sites.udel.edu/arden-map/files/2017/09/00459_web_1-1i21yla.jpg	(from http://sites.udel.edu/arden-map/the-camps-cottages-and-castles/)
12:53:01	31649/31649	---M--	200	added ('OK')	image/jpeg	etag:%22d99566b817cc8c1583bd8eb5660b61c5%22	https://sites.udel.edu/arden-map/files/2017/09/00492_web_1-1assl1a.jpg	/home/trescube/arden/sites.udel.edu/arden-map/files/2017/09/00492_web_1-1assl1a.jpg	(from http://sites.udel.edu/arden-map/the-camps-cottages-and-castles/)
12:53:02	18950/18950	---M--	200	added ('OK')	image/jpeg	etag:%224f4c090327537f5fac9447e192595028%22	https://sites.udel.edu/arden-map/files/2017/09/00493_web_1-1sp69ru.jpg	/home/trescube/arden/sites.udel.edu/arden-map/files/2017/09/00493_web_1-1sp69ru.jpg	(from http://sites.udel.edu/arden-map/the-camps-cottages-and-castles/)
12:53:02	1034526/1034526	---M--	200	added ('OK')	image/jpeg	etag:%22f3395df4be139519c9a527b051c5a4b7%22	https://sites.udel.edu/arden-map/files/2017/10/fels-cottage-harvey-orleans-rds-1909-1ze7zha.jpg	/home/trescube/arden/sites.udel.edu/arden-map/files/2017/10/fels-cottage-harvey-orleans-rds-1909-1ze7zha.jpg	(from http://sites.udel.edu/arden-map/architecture-in-the-ardens/architectural-phases-and-ardens-development/)
12:53:05	23257/23257	---M--	200	added ('OK')	image/jpeg	etag:%223eb6db02df0932a3a4f589c3ff603555%22	https://sites.udel.edu/arden-map/files/2017/09/00491_web_1-2cmxjsg.jpg	/home/trescube/arden/sites.udel.edu/arden-map/files/2017/09/00491_web_1-2cmxjsg.jpg	(from http://sites.udel.edu/arden-map/the-camps-cottages-and-castles/)
12:53:06	15631/15631	---M--	200	added ('OK')	image/jpeg	etag:%22d7ba6694c1fc02885b168e1bb42d0104%22	https://sites.udel.edu/arden-map/files/2017/09/00496_web_1-2ngat3s-300x190.jpg	/home/trescube/arden/sites.udel.edu/arden-map/files/2017/09/00496_web_1-2ngat3s-300x190.jpg	(from http://sites.udel.edu/arden-map/the-camps-cottages-and-castles/)
12:53:07	26329/26329	---M--	200	added ('OK')	image/jpeg	etag:%22162074c57e8fee82f32a364ed3dd49c1%22	https://sites.udel.edu/arden-map/files/2017/09/00496_web_1-2ngat3s.jpg	/home/trescube/arden/sites.udel.edu/arden-map/files/2017/09/00496_web_1-2ngat3s.jpg	(from http://sites.udel.edu/arden-map/the-camps-cottages-and-castles/)
12:53:08	15226/15226	---M--	200	added ('OK')	image/jpeg	etag:%22eed1a0cf3749940711fa95eeb447a07c%22	https://sites.udel.edu/arden-map/files/2017/09/00497_web_1-16kwpdb-300x215.jpg	/home/trescube/arden/sites.udel.edu/arden-map/files/2017/09/00497_web_1-16kwpdb-300x215.jpg	(from http://sites.udel.edu/arden-map/the-camps-cottages-and-castles/)
12:53:13	19696/19696	---M--	200	added ('OK')	image/jpeg	etag:%22418f670b9b76c72f165bb1327792533d%22	https://sites.udel.edu/arden-map/files/2017/09/00596_web_1-yswvkz-300x227.jpg	/home/trescube/arden/sites.udel.edu/arden-map/files/2017/09/00596_web_1-yswvkz-300x227.jpg	(from http://sites.udel.edu/arden-map/the-camps-cottages-and-castles/)
12:53:15	42346/42346	---M--	200	added ('OK')	image/jpeg	etag:%2258ab6f185f61426c929d5f12ac517850%22	https://sites.udel.edu/arden-map/files/2017/09/00596_web_1-yswvkz.jpg	/home/trescube/arden/sites.udel.edu/arden-map/files/2017/09/00596_web_1-yswvkz.jpg	(from http://sites.udel.edu/arden-map/the-camps-cottages-and-castles/)
12:53:16	34360/34360	---M--	200	added ('OK')	image/jpeg	etag:%2226091209e6f6bbf9b98febe3cc1523f4%22	https://sites.udel.edu/arden-map/files/2017/09/00117_web_1-z4hpu8.jpg	/home/trescube/arden/sites.udel.edu/arden-map/files/2017/09/00117_web_1-z4hpu8.jpg	(from http://sites.udel.edu/arden-map/the-camps-cottages-and-castles/)
12:53:21	24007/24007	---M--	200	added ('OK')	image/jpeg	etag:%22828e844dc3ca362830009aaa18b57cea%22	https://sites.udel.edu/arden-map/files/2017/09/00568_web_1-pw3c0k.jpg	/home/trescube/arden/sites.udel.edu/arden-map/files/2017/09/00568_web_1-pw3c0k.jpg	(from http://sites.udel.edu/arden-map/the-camps-cottages-and-castles/)
12:53:21	33171/33171	---M--	200	added ('OK')	image/jpeg	etag:%2216f313bda27a91c9e2dc641f6ee11588%22	https://sites.udel.edu/arden-map/files/2017/09/00118_web_1-23sskn5.jpg	/home/trescube/arden/sites.udel.edu/arden-map/files/2017/09/00118_web_1-23sskn5.jpg	(from http://sites.udel.edu/arden-map/the-camps-cottages-and-castles/)
12:53:23	58974/58974	---M--	200	added ('OK')	image/jpeg	etag:%227246cfa9ec878e3948059c2a91de673c%22	https://sites.udel.edu/arden-map/files/2017/09/00553_web_1-1db8yb3.jpg	/home/trescube/arden/sites.udel.edu/arden-map/files/2017/09/00553_web_1-1db8yb3.jpg	(from http://sites.udel.edu/arden-map/the-camps-cottages-and-castles/)
